"as_of","target","target_end_date","location","horizon","output_type","output_type_id","oracle_value"
2025-05-24,"wk flu hosp rate change",2024-11-16,"09",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"09",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"09",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"09",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"09",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"10",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"11",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"12",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"13",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"15",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"16",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"17",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"18",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"19",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"20",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"21",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"22",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"23",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"24",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"25",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"26",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"27",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"28",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"29",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"30",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"31",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",0,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",0,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"32",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"33",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",1,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"34",1,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",1,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",1,"pmf","increase",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",1,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",1,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"35",1,"pmf","stable",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"36",0,"pmf","decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"36",0,"pmf","increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"36",0,"pmf","large_decrease",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"36",0,"pmf","large_increase",0
2025-05-24,"wk flu hosp rate change",2024-11-16,"36",0,"pmf","stable",1
2025-05-24,"wk flu hosp rate change",2024-11-16,"36",1,"pmf","decrease",0
