"target","location","horizon","target_end_date","output_type_id","oracle_value","as_of"
"wk flu hosp rate change","13",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","15",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","15",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","15",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","15",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","15",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","15",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","15",1,2024-11-16,"increase",1,2025-04-05
"wk flu hosp rate change","15",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","15",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","15",1,2024-11-16,"stable",0,2025-04-05
"wk flu hosp rate change","16",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","16",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","16",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","16",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","16",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","16",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","16",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","16",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","16",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","16",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","17",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","17",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","17",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","17",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","17",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","17",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","17",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","17",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","17",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","17",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","18",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","18",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","18",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","18",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","18",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","18",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","18",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","18",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","18",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","18",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","19",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","19",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","19",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","19",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","19",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","19",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","19",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","19",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","19",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","19",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","20",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","20",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","20",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","20",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","20",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","20",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","20",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","20",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","20",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","20",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","21",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","21",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","21",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","21",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","21",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","21",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","21",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","21",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","21",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","21",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","22",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","22",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","22",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","22",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","22",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","22",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","22",1,2024-11-16,"increase",1,2025-04-05
"wk flu hosp rate change","22",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","22",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","22",1,2024-11-16,"stable",0,2025-04-05
"wk flu hosp rate change","23",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","23",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","23",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","23",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","23",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","23",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","23",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","23",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","23",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","23",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","24",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","24",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","24",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","24",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","24",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","24",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","24",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","24",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","24",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","24",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","25",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","25",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","25",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","25",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","25",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","25",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","25",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","25",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","25",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","25",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","26",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","26",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","26",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","26",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","26",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","26",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","26",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","26",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","26",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","26",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","27",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","27",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","27",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","27",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","27",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","27",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","27",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","27",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","27",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","27",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","28",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","28",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","28",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","28",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","28",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","28",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","28",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","28",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","28",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","28",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","29",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","29",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","29",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","29",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","29",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","29",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","29",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","29",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","29",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","29",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","30",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","30",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","30",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","30",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","30",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","30",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","30",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","30",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","30",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","30",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","31",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","31",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","31",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","31",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","31",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","31",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","31",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","31",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","31",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","31",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","32",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","32",0,2024-11-16,"increase",1,2025-04-05
"wk flu hosp rate change","32",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","32",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","32",0,2024-11-16,"stable",0,2025-04-05
"wk flu hosp rate change","32",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","32",1,2024-11-16,"increase",1,2025-04-05
"wk flu hosp rate change","32",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","32",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","32",1,2024-11-16,"stable",0,2025-04-05
"wk flu hosp rate change","33",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","33",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","33",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","33",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","33",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","33",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","33",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","33",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","33",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","33",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","34",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","34",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","34",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","34",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","34",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","34",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","34",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","34",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","34",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","34",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","35",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","35",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","35",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","35",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","35",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","35",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","35",1,2024-11-16,"increase",1,2025-04-05
"wk flu hosp rate change","35",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","35",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","35",1,2024-11-16,"stable",0,2025-04-05
"wk flu hosp rate change","36",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","36",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","36",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","36",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","36",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","36",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","36",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","36",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","36",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","36",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","37",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","37",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","37",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","37",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","37",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","37",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","37",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","37",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","37",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","37",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","38",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","38",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","38",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","38",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","38",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","38",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","38",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","38",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","38",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","38",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","39",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","39",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","39",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","39",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","39",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","39",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","39",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","39",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","39",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","39",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","40",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","40",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","40",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","40",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","40",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","40",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","40",1,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","40",1,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","40",1,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","40",1,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","41",0,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","41",0,2024-11-16,"increase",0,2025-04-05
"wk flu hosp rate change","41",0,2024-11-16,"large_decrease",0,2025-04-05
"wk flu hosp rate change","41",0,2024-11-16,"large_increase",0,2025-04-05
"wk flu hosp rate change","41",0,2024-11-16,"stable",1,2025-04-05
"wk flu hosp rate change","41",1,2024-11-16,"decrease",0,2025-04-05
"wk flu hosp rate change","41",1,2024-11-16,"increase",1,2025-04-05
